Feature ID,Feature Name,Feature count topic 1to2,Feature log2 fold change topic 1to2,Feature count topic 3,Feature log2 fold change topic 3,Feature count topic 4to5,Feature log2 fold change topic 4to5,Feature count topic 6,Feature log2 fold change topic 6,Feature count topic 7,Feature log2 fold change topic 7,Feature count topic 8to9,Feature log2 fold change topic 8to9
ENSG00000160049,DFFA,166,1.57113,53,-0.6535,39,-1.2157,64,-0.3447,89,0.17091,52,-0.7558
ENSG00000120948,TARDBP,166,1.51753,43,-0.9871,26,-1.8882,97,0.28966,78,-0.0635,66,-0.3831
ENSG00000116649,SRM,166,1.54170,34,-1.3261,30,-1.6741,49,-0.7802,57,-0.5536,98,0.37184
ENSG00000198793,MTOR,166,2.21321,24,-1.5264,10,-2.8785,48,-0.4537,62,-0.0496,46,-0.5876
ENSG00000116661,FBXO2,166,-0.5669,72,-1.7799,86,-1.6405,167,-0.4946,405,0.97590,452,1.46184
ENSG00000132879,FBXO44,166,0.99407,18,-2.5965,26,-2.2096,46,-1.2390,82,-0.3377,191,1.33332
ENSG00000011021,CLCN6,166,0.83631,42,-1.4566,52,-1.2470,57,-1.0032,68,-0.7473,188,1.12058
ENSG00000116685,KIAA2013,166,1.92543,96,0.51746,14,-2.5938,37,-0.9926,52,-0.4946,45,-0.7877
ENSG00000083444,PLOD1,166,2.43856,15,-2.1329,18,-1.9435,19,-1.7393,38,-0.7265,51,-0.2924
ENSG00000116688,MFN2,166,0.73410,43,-1.4968,81,-0.6118,98,-0.2371,109,-0.0734,142,0.41505
ENSG00000048707,VPS13D,166,1.86866,55,-0.4217,30,-1.4817,33,-1.1837,77,0.11900,45,-0.8170
ENSG00000116731,PRDM2,166,2.16917,28,-1.3076,41,-0.8005,42,-0.6787,37,-0.8812,33,-1.1702
ENSG00000189337,KAZN,166,1.24800,86,-0.0949,24,-2.1857,165,1.00981,40,-1.2538,74,-0.3707
ENSG00000116786,PLEKHM2,166,1.94092,22,-1.7565,28,-1.5530,17,-2.1690,75,0.11941,65,-0.1402
ENSG00000065526,SPEN,166,1.62726,37,-1.1424,65,-0.3447,59,-0.4584,71,-0.1647,39,-1.2058
ENSG00000185519,FAM131C,166,0.60357,144,0.27611,10,-3.8704,528,2.89233,9,-3.8498,31,-2.2486
ENSG00000055070,SZRD1,166,1.49221,53,-0.6834,33,-1.5121,109,0.46542,81,-0.0259,50,-0.8773
ENSG00000219481,NBPF1,166,1.64648,65,-0.2864,17,-2.4741,186,1.53274,31,-1.4366,26,-1.7917
ENSG00000159363,ATP13A2,166,0.60351,21,-2.6254,47,-1.6076,55,-1.2184,81,-0.6481,256,1.61591
ENSG00000117118,SDHB,166,1.74786,45,-0.7829,27,-1.7133,21,-1.9100,57,-0.4204,83,0.18228
ENSG00000117115,PADI2,761,1.81254,296,-0.2105,134,-1.5509,704,1.27158,201,-0.8160,22,-4.2651
ENSG00000127463,EMC1,166,2.20359,17,-2.0330,23,-1.7310,11,-2.6295,32,-1.0800,72,0.20122
ENSG00000053371,AKR7A2,779,4.09670,32,-2.8312,32,-2.9809,8,-4.7771,92,-1.2733,59,-2.0646
ENSG00000077549,CAPZB,166,-0.1685,103,-0.8916,106,-0.9426,94,-1.0365,277,0.70372,310,1.08999
ENSG00000173436,MICOS10,166,-0.0496,327,1.11707,77,-1.3450,219,0.41531,150,-0.2039,175,0.05180
ENSG00000158747,NBL1,166,0.76057,31,-1.9616,72,-0.7798,6,-4.3609,191,0.88910,155,0.62623
ENSG00000162545,CAMK2N1,166,-1.1669,551,0.88201,283,-0.2583,549,0.87598,144,-1.2745,399,0.38220
ENSG00000158828,PINK1,166,-0.3436,85,-1.3302,175,-0.2439,184,-0.1365,290,0.61514,281,0.66444
ENSG00000127483,HP1BP3,166,0.13384,92,-0.8096,111,-0.5849,268,0.93402,234,0.69452,120,-0.4424
ENSG00000075151,EIF4G3,166,0.74104,90,-0.3688,65,-0.9571,136,0.29551,55,-1.1301,140,0.39596
ENSG00000076864,RAP1GAP,166,1.38593,2,-5.2647,23,-2.1230,13,-2.8148,74,-0.2288,153,1.18553
ENSG00000090686,USP48,166,1.71150,106,0.55158,27,-1.7259,72,-0.0796,35,-1.1819,42,-1.0098
ENSG00000070831,CDC42,166,-0.7341,206,-0.3160,117,-1.3072,605,1.54286,283,0.19294,302,0.34790
ENSG00000169641,LUZP1,166,2.25287,1,-5.1670,46,-0.5711,0,-7.3997,25,-1.4295,61,-0.0733
ENSG00000125944,HNRNPR,166,1.16590,65,-0.5729,42,-1.3704,77,-0.3104,118,0.37748,85,-0.1830
ENSG00000117318,ID3,166,1.95685,39,-0.9057,31,-1.3880,8,-3.1632,180,1.67885,4,-4.3767
ENSG00000142676,RPL11,701,0.59483,652,0.38334,440,-0.2908,495,-0.0686,755,0.63321,233,-1.3600
ENSG00000057757,PITHD1,166,-0.2448,78,-1.3861,90,-1.2789,181,-0.0720,130,-0.5918,403,1.64498
ENSG00000189266,PNRC2,166,1.62119,23,-1.8850,30,-1.5965,81,0.04484,113,0.60323,49,-0.8193
ENSG00000188529,SRSF10,166,1.87410,54,-0.4450,22,-1.9743,74,0.04491,46,-0.6825,48,-0.6942
ENSG00000001461,NIPAL3,166,0.85101,134,0.34871,72,-0.7163,158,0.63183,25,-2.2409,91,-0.3183
ENSG00000133226,SRRM1,166,1.02681,86,-0.2320,96,-0.0636,142,0.58101,65,-0.6690,40,-1.5173
ENSG00000169504,CLIC4,166,0.73332,107,-0.1007,55,-1.2537,255,1.39547,167,0.63576,29,-2.2549
ENSG00000117614,SYF2,166,1.31294,58,-0.6606,50,-0.9702,80,-0.1573,109,0.34542,58,-0.7355
ENSG00000117616,RSRP1,166,1.37051,66,-0.4383,13,-2.9739,189,1.35187,60,-0.5652,53,-0.8625
ENSG00000183726,TMEM50A,166,1.36231,79,-0.1434,24,-2.1172,124,0.59790,114,0.44446,42,-1.2296
ENSG00000162430,SELENON,166,2.17843,44,-0.6058,29,-1.3696,42,-0.6760,85,0.44488,12,-2.6820
ENSG00000117640,MTFR1L,768,3.62492,32,-2.9138,49,-2.4286,20,-3.5788,84,-1.4806,99,-1.3455
ENSG00000117632,STMN1,166,-1.9722,805,0.65548,116,-2.5134,1976,2.43760,308,-0.8929,619,0.24642
ENSG00000142669,SH3BGRL3,166,-0.0089,204,0.33512,62,-1.6547,145,-0.2226,205,0.33868,245,0.76069
ENSG00000198830,HMGN2,166,0.59985,184,0.68923,47,-1.6061,126,0.06149,216,0.97291,72,-0.9112
ENSG00000117713,ARID1A,166,1.42272,32,-1.5109,37,-1.3919,72,-0.2585,118,0.55696,67,-0.4185
ENSG00000090273,NUDC,166,0.49245,97,-0.4471,61,-1.2596,107,-0.2918,205,0.78547,146,0.24371
ENSG00000142784,WDTC1,166,2.30390,28,-1.2494,19,-1.9808,45,-0.5264,20,-1.7528,51,-0.3634
ENSG00000186501,TMEM222,166,1.15034,38,-1.3931,44,-1.2853,53,-0.8951,91,-0.0633,124,0.52781
ENSG00000158195,WASF2,166,0.98128,168,0.84272,77,-0.4987,113,0.16895,103,0.01078,24,-2.3527
ENSG00000126705,AHDC1,166,2.29947,37,-0.8272,18,-2.0570,1,-5.5472,80,0.39230,40,-0.7892
ENSG00000126709,IFI6,166,-0.3984,160,-0.4104,207,0.00150,141,-0.6115,394,1.10144,211,0.03445
ENSG00000117758,STX12,166,0.91743,47,-1.2448,44,-1.4590,100,-0.0736,110,0.07912,133,0.46227
ENSG00000126698,DNAJC8,166,0.45399,96,-0.4855,78,-0.8925,136,0.06279,137,0.07169,160,0.38541
ENSG00000130770,ATP5IF1,166,-0.0802,164,-0.0835,82,-1.2737,125,-0.5121,168,-0.0499,302,1.14814
ENSG00000198492,YTHDF2,166,1.42842,28,-1.6785,28,-1.8088,44,-1.0026,68,-0.3433,116,0.61162
ENSG00000116350,SRSF4,166,2.00686,27,-1.4516,28,-1.4817,68,-0.0247,80,0.24670,28,-1.5237
ENSG00000060656,PTPRU,166,1.94038,26,-1.5113,26,-1.6248,54,-0.4046,18,-2.0808,74,0.10609
ENSG00000162512,SDC3,166,0.62234,49,-1.3953,91,-0.4989,25,-2.3544,258,1.32039,119,-0.0250
ENSG00000134644,PUM1,166,0.62197,48,-1.4342,89,-0.5457,39,-1.7465,96,-0.3586,196,0.98948
ENSG00000121766,ZCCHC17,166,0.39479,90,-0.6372,83,-0.8476,139,0.05256,108,-0.3585,189,0.66605
ENSG00000121769,FABP3,166,1.50868,47,-0.8592,22,-2.1550,84,0.05050,14,-2.6692,108,0.53611
ENSG00000162517,PEF1,166,1.32935,43,-1.1023,28,-1.8855,127,0.60499,45,-1.0434,94,0.13138
ENSG00000084636,COL16A1,166,1.18479,92,-0.0224,26,-2.1074,287,2.04789,46,-1.0927,16,-2.8403
ENSG00000121753,ADGRB2,166,1.70687,10,-2.9557,38,-1.1808,20,-2.0429,86,0.20778,80,0.09681
ENSG00000184007,PTP4A2,166,-0.7215,531,1.30589,322,0.49013,373,0.67262,138,-0.9264,114,-1.3308
ENSG00000121774,KHDRBS1,166,0.52705,108,-0.2536,54,-1.4277,164,0.43440,185,0.64023,119,-0.1050
ENSG00000025800,KPNA6,166,1.51440,52,-0.7189,39,-1.2739,56,-0.5816,35,-1.3187,92,0.21882
ENSG00000084623,EIF3I,166,0.93459,56,-0.9596,39,-1.6310,119,0.22478,144,0.53981,103,-0.0126
ENSG00000175130,MARCKSL1,166,-1.7562,752,0.77884,115,-2.3177,2464,3.45594,231,-1.1236,124,-2.1981
ENSG00000160058,BSDC1,166,1.53655,73,-0.1553,31,-1.5962,50,-0.7568,73,-0.1733,69,-0.2764
ENSG00000162521,RBBP4,766,2.98035,74,-1.8481,61,-2.2899,182,-0.4735,139,-0.8895,80,-1.8657
ENSG00000134684,YARS,166,1.06837,26,-2.0126,26,-2.1950,62,-0.7106,80,-0.3257,166,1.06974
ENSG00000004455,AK2,166,1.86194,78,0.12146,38,-1.0920,40,-0.9304,64,-0.1959,30,-1.4832
ENSG00000134686,PHC2,166,1.07430,70,-0.5326,31,-1.8795,212,1.34140,112,0.21706,46,-1.2787
ENSG00000163866,SMIM12,166,1.87399,33,-1.2063,12,-2.8870,45,-0.7396,54,-0.4514,80,0.19515
ENSG00000116560,SFPQ,166,0.32082,120,-0.2412,71,-1.1691,231,0.84017,210,0.67699,113,-0.3880
ENSG00000146463,ZMYM4,166,2.19761,18,-1.9539,19,-1.9755,24,-1.5210,45,-0.5650,62,-0.0682
ENSG00000142687,KIAA0319L,166,1.70068,36,-1.1777,26,-1.7526,43,-0.9060,78,0.03911,73,-0.0902
ENSG00000020129,NCDN,1402,3.11226,25,-4.2593,38,-3.8601,109,-2.1354,67,-2.8344,428,-0.0400
ENSG00000126067,PSMB2,166,0.54386,52,-1.3612,45,-1.7180,107,-0.2530,105,-0.2809,221,1.17067
ENSG00000142686,C1orf216,166,2.01853,4,-4.2448,17,-2.2724,37,-0.9616,37,-0.9405,86,0.44210
ENSG00000126070,AGO3,166,1.87624,81,0.20480,41,-0.9736,58,-0.3447,42,-0.8474,26,-1.7053
ENSG00000054116,TRAPPC3,166,1.78518,14,-2.4774,30,-1.5006,13,-2.6323,79,0.11700,84,0.23037
ENSG00000116871,MAP7D1,166,-0.6137,310,0.46391,79,-1.8064,624,1.74945,162,-0.5821,260,0.20005
ENSG00000054118,THRAP3,166,1.12947,84,-0.2057,50,-1.1214,99,0.06464,125,0.44141,60,-0.8024
ENSG00000116898,MRPS15,166,2.12380,37,-0.9068,9,-3.1903,34,-1.0148,43,-0.6635,66,-0.0091
ENSG00000163875,MEAF6,166,1.08844,28,-1.8941,28,-2.0203,67,-0.5984,63,-0.6733,164,1.06907
ENSG00000197982,C1orf122,166,-0.6259,355,0.68482,97,-1.4954,588,1.61454,275,0.25067,189,-0.3981
ENSG00000116954,RRAGC,166,1.59831,25,-1.7778,18,-2.4221,48,-0.7792,45,-0.8987,114,0.71764
ENSG00000174574,AKIRIN1,781,3.09164,38,-2.7960,29,-3.3553,207,-0.2635,82,-1.6811,126,-1.1451
ENSG00000168653,NDUFS5,166,-0.6342,290,0.33296,137,-0.9561,210,-0.1908,233,-0.0266,397,1.05279
ENSG00000127603,MACF1,166,-0.2517,156,-0.3148,192,0.02014,148,-0.4018,416,1.35947,138,-0.5717
ENSG00000090621,PABPC4,166,1.15626,23,-2.1319,60,-0.8003,181,1.11363,79,-0.2770,58,-0.8617
ENSG00000116983,HPCAL4,166,0.56277,21,-2.7064,50,-1.5242,32,-2.0589,164,0.46143,234,1.33046
ENSG00000168389,MFSD2A,166,1.59504,24,-1.8013,104,0.51644,45,-0.8910,61,-0.4234,22,-2.0732
ENSG00000131236,CAP1,166,0.17054,133,-0.2104,109,-0.5776,193,0.40355,111,-0.4872,187,0.40693
ENSG00000131238,PPT1,166,0.85484,51,-1.1711,35,-1.8526,95,-0.2095,203,1.08116,110,0.03714
ENSG00000084073,ZMPSTE24,166,2.03508,21,-1.8019,24,-1.7010,33,-1.1416,58,-0.2590,60,-0.2194
ENSG00000049089,COL9A2,166,1.52490,113,0.54212,41,-1.1777,148,1.01635,44,-0.9712,7,-3.7415
ENSG00000084070,SMAP2,166,1.55542,33,-1.3516,43,-1.0675,23,-1.9270,58,-0.5209,96,0.33506
ENSG00000117016,RIMS3,166,1.90501,0,-8.7447,17,-2.2784,0,-7.5574,36,-1.0544,118,1.03794
ENSG00000198815,FOXJ3,166,1.93105,35,-1.0664,18,-2.1722,47,-0.6201,36,-1.0317,73,0.06264
ENSG00000127125,PPCS,166,1.89741,43,-0.7876,36,-1.1716,51,-0.5152,61,-0.2557,41,-0.9463
ENSG00000065978,YBX1,166,0.79626,97,-0.2210,102,-0.1537,83,-0.4543,170,0.71054,56,-1.1545
ENSG00000117394,SLC2A1,166,0.38382,164,0.31183,163,0.34889,61,-1.2343,243,0.98868,47,-1.7534
ENSG00000066322,ELOVL1,166,-0.2850,312,0.79903,55,-2.0630,865,2.97001,77,-1.4343,24,-3.2887
ENSG00000142949,PTPRF,166,0.63395,90,-0.4514,58,-1.2468,90,-0.4573,157,0.44197,147,0.39435
ENSG00000117408,IPO13,166,0.87008,74,-0.5939,56,-1.1152,312,1.93235,68,-0.7198,34,-1.9156
ENSG00000117410,ATP6V0B,1386,2.24073,141,-2.0501,98,-2.7497,490,-0.1441,144,-2.0203,540,0.01399
ENSG00000117411,B4GALT2,166,1.53491,40,-1.1109,23,-2.0299,85,0.07155,61,-0.4625,83,0.04534
ENSG00000196517,SLC6A9,166,1.22139,70,-0.4244,30,-1.8330,271,1.95744,65,-0.5452,14,-2.9773
ENSG00000117419,ERI3,166,0.15173,84,-0.9301,84,-1.0247,48,-1.7708,129,-0.2712,306,1.48972
ENSG00000187147,RNF220,166,0.29485,105,-0.4814,41,-2.0352,371,1.70774,101,-0.5374,143,0.01402
ENSG00000142937,RPS8,166,-2.0923,1117,1.09820,628,0.12543,875,0.66626,877,0.67011,415,-0.6169
ENSG00000126088,UROD,166,1.60420,43,-0.9465,30,-1.6128,38,-1.1523,87,0.15946,76,-0.0777
ENSG00000117450,PRDX1,166,-1.7413,374,-0.3601,241,-1.1481,839,0.98990,876,1.06859,657,0.66472
ENSG00000117448,AKR1A1,166,1.76295,43,-0.8456,38,-1.1314,67,-0.1606,73,-0.0374,39,-1.0927
ENSG00000132780,NASP,166,1.90279,83,0.24518,53,-0.5064,32,-1.2282,51,-0.5143,17,-2.2719
ENSG00000159592,GPBP1L1,166,2.20788,44,-0.5846,19,-1.9754,63,-0.0404,40,-0.7314,31,-1.2390
ENSG00000085998,POMGNT1,166,1.04332,54,-0.9589,53,-1.0665,187,1.07629,79,-0.3675,68,-0.6725
ENSG00000132128,LRRC41,166,1.98981,3,-4.2917,22,-1.8663,83,0.30020,37,-0.9903,61,-0.2213
ENSG00000173660,UQCRH,166,-0.7499,319,0.37538,152,-0.8913,142,-0.9167,248,-0.0349,470,1.28789
ENSG00000123472,ATPAF1,166,0.59289,48,-1.4276,50,-1.5111,232,1.09378,151,0.34786,118,-0.0568
ENSG00000159658,EFCAB14,166,0.56864,134,0.12988,63,-1.1471,211,0.90508,177,0.59809,66,-1.0808
ENSG00000162368,CMPK1,166,0.53556,63,-1.0788,94,-0.5129,53,-1.3268,118,-0.0934,188,0.79941
ENSG00000162374,ELAVL4,166,-0.0570,14,-3.7479,75,-1.3933,1,-7.1004,57,-1.6958,492,2.63219
ENSG00000123091,RNF11,166,-0.4269,92,-1.2770,106,-1.1758,210,0.00228,187,-0.1915,429,1.53817
ENSG00000085832,EPS15,166,0.33153,108,-0.4002,60,-1.4342,214,0.71816,169,0.31536,155,0.20885
ENSG00000117859,OSBPL9,166,2.33624,19,-1.7870,16,-2.1878,68,0.14037,46,-0.4581,31,-1.1956
ENSG00000078618,NRDC,166,1.37329,53,-0.7643,35,-1.5101,54,-0.7506,92,0.11171,88,0.03792
ENSG00000169213,RAB3B,166,0.11314,15,-3.5311,126,-0.3770,26,-2.7277,42,-1.9982,368,1.94621
ENSG00000134717,BTF3L4,166,1.38987,44,-1.0521,34,-1.5298,114,0.47556,27,-1.7435,93,0.15146
ENSG00000157077,ZFYVE9,166,1.86888,12,-2.6535,30,-1.4614,57,-0.3735,40,-0.9086,73,0.02664
ENSG00000134744,TUT4,166,2.04388,40,-0.8085,32,-1.2646,12,-2.5330,93,0.51812,34,-1.1617
ENSG00000162378,ZYG11B,166,0.52584,31,-2.1195,61,-1.2517,33,-2.0521,85,-0.6156,267,1.62680
ENSG00000116171,SCP2,166,0.60798,95,-0.3904,58,-1.2533,162,0.47895,197,0.81449,95,-0.4400
ENSG00000162384,CZIB,166,2.03028,64,-0.0976,12,-2.7344,52,-0.4134,73,0.11438,34,-1.1987
ENSG00000157193,LRP8,166,2.44729,8,-3.0348,18,-1.9384,0,-7.3205,24,-1.4119,71,0.30467
ENSG00000116209,TMEM59,166,-1.0693,370,0.30241,100,-1.8650,1174,2.55551,210,-0.6062,241,-0.4356
ENSG00000157216,SSBP3,166,0.91630,63,-0.7953,37,-1.7218,139,0.46844,117,0.18005,109,0.07454
ENSG00000116133,DHCR24,166,-1.7395,631,0.49485,154,-1.8515,2161,3.07343,79,-2.7050,351,-0.5160
ENSG00000162407,PLPP3,166,0.46795,76,-0.8388,144,0.19773,103,-0.3637,277,1.30733,46,-1.7198
ENSG00000177606,JUN,166,1.37317,47,-0.9535,24,-2.0986,74,-0.2390,228,1.72655,24,-2.0844
ENSG00000162599,NFIA,166,-0.5559,258,0.21500,248,0.17112,102,-1.2476,701,2.06613,75,-1.8471
ENSG00000162604,TM2D1,166,1.56924,52,-0.6781,31,-1.5751,131,0.83414,60,-0.4509,41,-1.1340
ENSG00000132854,KANK4,166,1.80180,77,0.08545,17,-2.3600,134,1.02245,4,-4.0786,40,-1.0494
ENSG00000116641,DOCK7,784,4.54655,11,-4.2517,23,-3.4059,14,-3.9526,113,-0.8966,23,-3.3879
ENSG00000162434,JAK1,166,1.11165,67,-0.5724,42,-1.4058,40,-1.3685,101,0.07445,122,0.45131
ENSG00000162433,AK4,166,1.20812,30,-1.7453,51,-1.0184,18,-2.4395,96,0.06264,127,0.61797
ENSG00000116675,DNAJC6,166,-0.9242,144,-1.0526,93,-1.8475,516,1.03111,85,-1.8400,636,1.81629
ENSG00000213625,LEPROT,166,1.82797,50,-0.5981,49,-0.6828,23,-1.7588,104,0.58417,24,-1.8043
ENSG00000184588,PDE4B,166,1.07249,73,-0.4619,41,-1.4742,233,1.52266,87,-0.1898,37,-1.6171
ENSG00000118473,SGIP1,166,1.87518,32,-1.2589,26,-1.7043,8,-3.3170,16,-2.2850,104,0.72394
ENSG00000142864,SERBP1,166,0.55218,97,-0.3911,94,-0.5039,122,-0.0298,214,0.91265,84,-0.6899
ENSG00000162595,DIRAS3,787,3.58989,14,-4.1436,9,-4.8660,0,-9.2174,78,-1.6329,172,-0.4850
ENSG00000116729,WLS,166,1.48891,19,-2.2563,43,-1.1146,17,-2.3794,253,2.04228,18,-2.4539
ENSG00000116754,SRSF11,166,0.21261,95,-0.6992,152,0.04837,158,0.10275,164,0.17114,140,-0.1041
ENSG00000132485,ZRANB2,166,0.75395,117,0.05561,65,-0.9658,115,0.03337,97,-0.2393,113,0.00716
ENSG00000172260,NEGR1,166,0.31408,73,-1.0304,53,-1.6279,77,-0.9404,101,-0.5252,288,1.54429
ENSG00000117054,ACADM,166,2.03935,42,-0.7615,31,-1.3046,10,-2.8414,82,0.31601,41,-0.8631
ENSG00000137955,RABGGTB,166,1.40669,62,-0.5031,31,-1.6883,156,1.02155,48,-0.9081,54,-0.7917
ENSG00000154027,AK5,166,1.89680,38,-0.9686,29,-1.5142,58,-0.3157,18,-2.0664,68,-0.0756
ENSG00000077254,USP33,166,1.35450,26,-1.8228,46,-1.0987,55,-0.7181,51,-0.8424,114,0.51709
ENSG00000180488,MIGA1,166,0.72356,136,0.28165,57,-1.1836,164,0.59632,83,-0.5178,101,-0.2237
ENSG00000162613,FUBP1,166,2.35968,33,-0.9512,17,-2.0996,27,-1.2689,53,-0.2347,38,-0.8492
ENSG00000162616,DNAJB4,166,1.47614,55,-0.6561,25,-1.9979,90,0.13226,73,-0.2013,74,-0.2076
ENSG00000137959,IFI44L,166,1.58173,43,-0.9485,87,0.16843,39,-1.1073,110,0.53452,9,-3.3642
ENSG00000137941,TTLL7,166,-0.0354,199,0.26697,132,-0.4391,323,1.10625,80,-1.1734,162,-0.0812
ENSG00000142875,PRKACB,166,-0.9507,297,0.06199,121,-1.4607,363,0.39066,198,-0.5829,572,1.48238
ENSG00000174021,GNG5,166,2.10125,40,-0.7921,20,-1.9526,25,-1.4913,137,1.23613,13,-2.6638
ENSG00000162642,C1orf52,166,1.87174,6,-3.6217,24,-1.8124,60,-0.2772,34,-1.1678,83,0.27849
ENSG00000153904,DDAH1,166,0.27499,40,-1.9538,129,-0.1843,9,-4.1110,347,1.55381,152,0.10671
ENSG00000117174,ZNHIT6,166,2.04629,65,-0.0741,34,-1.1916,3,-4.5813,56,-0.2934,44,-0.7684
ENSG00000122417,ODF2L,166,2.32618,24,-1.4709,29,-1.2696,22,-1.6218,44,-0.5385,40,-0.7678
ENSG00000097033,SH3GLB1,166,1.68353,109,0.58650,48,-0.8230,15,-2.4340,75,-0.0245,32,-1.4902
ENSG00000183291,SELENOF,166,0.28950,81,-0.8779,72,-1.1600,252,0.96974,179,0.37700,146,0.04619
